koi_disposition,koi_pdisposition,koi_score,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_insol,koi_model_snr
CONFIRMED,CANDIDATE,0.999,224.150923,341.02756,0.019,12.455,3.49E+02,2.41,4.4,34.2
CANDIDATE,CANDIDATE,1,148.179343,202.2788,0.102,12.733,4.67E+02,2.52,4.29,12.5
FALSE POSITIVE,FALSE POSITIVE,,551.49832,387.3411,0.9478,40.92,1.87E+03,4.89,0.51,37
FALSE POSITIVE,FALSE POSITIVE,0,351.2878737,207.294303,0.712,11.2066,1.35E+05,38.47,0.96,1002.8
CANDIDATE,CANDIDATE,,376.934014,267.4192,0.6546,4.28,3.82E+02,2.13,1.33,6.1
FALSE POSITIVE,FALSE POSITIVE,,46.50446209,142.7268259,,1.37,,,,
CANDIDATE,CANDIDATE,0.992,17.168095,134.637329,0.999,13.04,1.43E+02,4.81,31.34,8.1
FALSE POSITIVE,FALSE POSITIVE,,124.091252,135.5509,0.031,2.172,2.81E+02,1.3,2.04,5.7
CANDIDATE,CANDIDATE,0.313,403.163148,434.7531,0.02,5.735,6.81E+02,2.49,0.79,12.1
CANDIDATE,CANDIDATE,,341.557931,244.88596,0.6746,3.365,4.33E+02,6.81,5.65,9.6
CANDIDATE,CANDIDATE,,476.91977,390.4731,0.5589,5.07,1.94E+02,2.49,2.49,7.4
CANDIDATE,CANDIDATE,0.999,9.011888,138.658,0.948,4.167,9.88E+02,7.04,351.97,15.5
CANDIDATE,CANDIDATE,,351.25069,226.8377,0.1777,3.648,1.32E+03,2.23,0.28,6.5
FALSE POSITIVE,FALSE POSITIVE,,212.771978,328.1461,0.2065,2.115,1.24E+03,2.84,1,6.9
CANDIDATE,CANDIDATE,,65.3558881,154.47727,0.4827,2.165,1.16E+03,2.61,3.05,9.6
FALSE POSITIVE,FALSE POSITIVE,0,18.0766788,146.25271,0.822,3.06,2.88E+04,19.47,54.73,26.6
FALSE POSITIVE,FALSE POSITIVE,0,1.33255577,132.0672,0.199,4.282,1.27E+02,0.97,961.41,15.4
FALSE POSITIVE,FALSE POSITIVE,0,1.33259275,132.01197,0.833,4.014,7.91E+01,0.97,1983.27,15.9
FALSE POSITIVE,FALSE POSITIVE,0.013,36.6092739,138.77398,0.26,1.835,1.10E+03,52.42,1640.55,7.6
CANDIDATE,CANDIDATE,0.992,39.399926,160.2611,0.544,5.729,3.41E+02,1.52,14.66,9.4
CANDIDATE,CANDIDATE,,270.1430241,210.960799,,6.32,,,,
FALSE POSITIVE,FALSE POSITIVE,0.568,0.812592362,131.55642,1.007,1.5646,6.95E+03,25.84,16928.43,226.6
FALSE POSITIVE,FALSE POSITIVE,,81.871309,169.94965,0.1996,1.606,9.82E+01,1.12,12.59,5.4
FALSE POSITIVE,FALSE POSITIVE,0,0.566805859,131.80997,0.724,3.835,6.11E+01,1.25,15850.69,21.5
FALSE POSITIVE,FALSE POSITIVE,,326.3659519,253.1342058,,3.75,,,,
FALSE POSITIVE,FALSE POSITIVE,,520.58269,221.425,0.045,2.264,3.48E+02,1.94,0.83,6
CANDIDATE,CANDIDATE,,126.586058,222.9909,0.799,5.41,1.25E+02,1.54,10.54,10.5
CANDIDATE,CANDIDATE,,2.7200197,133.3342,0.0078,1.874,8.69E+02,1.53,61.08,8.5
CANDIDATE,CANDIDATE,,18.347081,145.001,0.1988,2.825,1.13E+03,5.65,126.14,11.6
CANDIDATE,CANDIDATE,,57.140035,145.8694,0.0783,5.684,1.57E+03,5.78,28.34,7.2
FALSE POSITIVE,FALSE POSITIVE,0,0.718643659,131.889141,0.922,2.51246,1.25E+05,50.85,3813.75,575
CANDIDATE,CANDIDATE,1,31.70757465,138.2539898,0.923,7.6771,7.87E+02,2.96,21.1,5.5
FALSE POSITIVE,FALSE POSITIVE,0,17.94632811,136.9472719,0.774,8.15905,1.03E+05,66.65,120.63,3497.6
FALSE POSITIVE,FALSE POSITIVE,,204.818268,209.59041,0.346,1.93,3.04E+02,5.18,17.9,5.4
CANDIDATE,CANDIDATE,0.275,9.3589254,133.482,0.184,3.169,1.53E+03,17.37,1288.85,8.9
CANDIDATE,CANDIDATE,1,4.15472242,132.61089,0.971,1.791,2.24E+03,23.47,6522.18,19.7
FALSE POSITIVE,FALSE POSITIVE,0,23.81490574,135.92167,0.772,1.9948,7.92E+04,63.1,121.57,444.4
FALSE POSITIVE,FALSE POSITIVE,0,1.3274511,131.59052,0.245,3.465,1.24E+02,0.66,243.87,16.6
CANDIDATE,CANDIDATE,,87.565484,134.2932,0.0563,2.527,3.96E+02,2.12,8.6,6.7
CANDIDATE,CANDIDATE,,535.1515,477.1303,0.3162,2.826,3.62E+02,2.7,1.04,8.6
CANDIDATE,CANDIDATE,,495.40462,241,2.3238,0.63,9.04E+02,152.21,0.9,5.5
FALSE POSITIVE,FALSE POSITIVE,,209.238576,321.1236,0.2683,2.245,1.55E+02,1.43,3.72,5.4
CANDIDATE,CANDIDATE,,353.65927,482.263,0.247,4.543,1.02E+03,2.58,0.58,7.5
CANDIDATE,CANDIDATE,,346.4174,460.5646,0.1572,9.23,6.62E+02,2.41,0.94,7.9
FALSE POSITIVE,FALSE POSITIVE,0,1.166835206,131.912321,1.257,2.17596,1.55E+04,96.28,33728.08,388.6
FALSE POSITIVE,FALSE POSITIVE,,230.7057888,260.3639847,,2.69,,,,
FALSE POSITIVE,FALSE POSITIVE,0,4.99471597,136.1833,0.698,3.44,5.30E+01,2.2,2836.06,14.1
CANDIDATE,CANDIDATE,0.56,161.651504,289.32322,0.736,2.509,2.54E+02,2.22,4.77,8.4
CANDIDATE,CANDIDATE,,376.24253,392.8316,0.328,4.064,1.86E+02,1.32,0.99,6.3
FALSE POSITIVE,FALSE POSITIVE,0,27.65960779,141.2478883,0.604,4.16321,3.18E+05,50.7,14.66,4791
FALSE POSITIVE,FALSE POSITIVE,0,476.727302,496.4298,0.008,9.327,1.04E+03,23.42,18.64,17.9
CANDIDATE,CANDIDATE,,21.7997515,144.3188,0.1657,4.756,1.10E+02,1.01,48.75,8.7
CANDIDATE,CANDIDATE,,54.595746,156.83764,0.332,2.21,1.36E+02,2,41.81,8.7
FALSE POSITIVE,FALSE POSITIVE,0.648,22.0495604,133.82677,0.651,3.428,1.35E+02,1.9,163.51,15.4
FALSE POSITIVE,FALSE POSITIVE,,150.7003939,278.5397643,,2.82,,,,
FALSE POSITIVE,FALSE POSITIVE,,44.48477463,142.9633835,,1.67,,,,
FALSE POSITIVE,FALSE POSITIVE,,93.6452481,157.28348,,2.12,,,,
CANDIDATE,CANDIDATE,,585.64118,248.4981,0.5274,13.97,5.65E+02,2.2,0.43,12.5
FALSE POSITIVE,FALSE POSITIVE,,574.69029,392.483,0.004,4.269,2.77E+02,1.26,0.31,7.2
CANDIDATE,CANDIDATE,,502.9828392,283.5049194,,2.94,,,,
CANDIDATE,CANDIDATE,,48.8130123,157.60638,0.0608,1.538,7.02E+02,2.95,22.17,8.8
FALSE POSITIVE,FALSE POSITIVE,0,280.1604956,286.93817,1.04,2.8637,1.29E+04,19.25,0.74,54.5
FALSE POSITIVE,FALSE POSITIVE,,370.46262,261.4078,0.2421,9.541,3.48E+02,2.03,1.53,12.1
FALSE POSITIVE,FALSE POSITIVE,,116.301793,168.3304,0.4631,2.253,6.49E+02,2.18,3.01,6.3
FALSE POSITIVE,FALSE POSITIVE,,480.19416,257.1738,0.1548,10.76,3.72E+02,1.79,0.72,9.1
FALSE POSITIVE,FALSE POSITIVE,,368.49828,233.4248,0.1772,14.903,5.82E+02,1.86,0.5,18
FALSE POSITIVE,FALSE POSITIVE,0,6.993576155,131.988507,1.317,21.2695,2.92E+03,101.15,1569.11,643.3
FALSE POSITIVE,FALSE POSITIVE,,223.5213173,185.1827031,,3.27,,,,
FALSE POSITIVE,FALSE POSITIVE,0,1.811461128,132.9324534,0.309,8.42343,9.22E+05,373.77,33024.44,3934.3
FALSE POSITIVE,FALSE POSITIVE,0,2.17491508,131.93954,0.719,8.4418,6.35E+05,193.73,3847.36,1572
CANDIDATE,CANDIDATE,,441.61919,348.5033,0.5027,5.372,8.20E+02,1.71,0.12,7.8
FALSE POSITIVE,FALSE POSITIVE,0,24.5002702,154.6193,0.405,4.079,1.54E+02,0.73,6.61,13.3
CANDIDATE,CANDIDATE,,318.49078,167.0042,0.4328,3.012,6.30E+02,3.01,1.94,6.3
FALSE POSITIVE,FALSE POSITIVE,,2.16402661,133.5762679,,2.78,,,,
FALSE POSITIVE,FALSE POSITIVE,,392.8927563,436.2879702,,4.93,,,,
FALSE POSITIVE,FALSE POSITIVE,,114.734287,231.5017,0.3694,3.724,2.43E+02,1.1,1.82,6.7
CANDIDATE,CANDIDATE,,362.0619,154.1605,0.524,14.02,8.86E+02,2.12,0.41,13.5
FALSE POSITIVE,FALSE POSITIVE,0,1.340649911,132.05521,0.561,5.0912,6.28E+05,127.25,3824.87,791
FALSE POSITIVE,FALSE POSITIVE,0,30.69537638,155.71927,0.846,5.6634,1.99E+04,19.39,45.29,186.8
FALSE POSITIVE,FALSE POSITIVE,0,30.69533113,155.7207691,1.041,5.94855,8.88E+04,69.4,69.65,7846.3
CANDIDATE,CANDIDATE,0,11.37444271,142.4558524,0.978,2.30694,2.79E+04,22.86,52.84,643.6
FALSE POSITIVE,FALSE POSITIVE,,49.873958,167.55502,0.4119,1.351,5.62E+02,1.5,4.26,5.7
CANDIDATE,CANDIDATE,,411.447056,522.27374,0.287,3.481,2.85E+02,2.86,3.22,7.3
CANDIDATE,CANDIDATE,0.989,29.9371143,145.1081,0.321,4.435,1.94E+02,1.19,14.87,11.6
FALSE POSITIVE,FALSE POSITIVE,,114.2504149,235.8523992,,2.11,,,,
CANDIDATE,CANDIDATE,,651.358046,213.18162,0.0946,4.384,5.71E+02,14.58,6.75,11
FALSE POSITIVE,FALSE POSITIVE,,407.97623,378.6999,0.0598,14.69,2.38E+02,4.63,14.53,11.2
CANDIDATE,CANDIDATE,0.048,33.3037881,149.4642,0.072,3.003,2.72E+02,1.14,7.53,8.1
CANDIDATE,CANDIDATE,,212.60398,213.4113,0.0513,5.74,1.89E+02,1.64,3.06,7.1
CANDIDATE,CANDIDATE,,50.550788,131.5846,0.632,2.353,1.55E+02,5,92.03,7.9
FALSE POSITIVE,FALSE POSITIVE,,239.2557898,133.1367334,,5.21,,,,
CANDIDATE,CANDIDATE,0.176,285.374561,311.29883,0.018,4.865,4.82E+02,5.94,7.54,13.7
FALSE POSITIVE,FALSE POSITIVE,0,6.279888981,135.296067,1.244,5.5086,1.51E+03,196.78,3281.24,150.5
FALSE POSITIVE,FALSE POSITIVE,,37.47695717,150.6694873,,1.46,,,,
CANDIDATE,CANDIDATE,,93.359737,155.8348,0.0547,5.397,3.83E+01,1.05,29.01,8.1
FALSE POSITIVE,FALSE POSITIVE,0,519.8022187,462.625278,0.894,14.9678,7.72E+04,40.88,0.51,2502.9
CANDIDATE,CANDIDATE,,122.58481,178.4735,0.3468,22.37,3.19E+02,1.19,1.43,7.6
CANDIDATE,CANDIDATE,,84.934357,157.8966,0.1612,3.169,1.30E+02,1.6,18.83,5.9
FALSE POSITIVE,FALSE POSITIVE,,48.9200563,163.9628,0.6077,2.295,3.34E+02,1.71,10.22,7
CANDIDATE,CANDIDATE,,421.98194,226.9386,0.1494,13.799,1.73E+02,2.02,2.96,15
CONFIRMED,CANDIDATE,0.954,469.61309,422.5089,0.906,13.709,1.23E+03,3.24,0.37,18.2
FALSE POSITIVE,FALSE POSITIVE,0,583.73632,174.6085,0.126,15.75,3.39E+02,2.65,1.19,11.4
FALSE POSITIVE,FALSE POSITIVE,,502.658,174.6294,0.3138,19.51,2.16E+02,0.69,0.04,10
CANDIDATE,CANDIDATE,0.789,116.454312,161.9891,0.006,15.826,2.13E+03,3.33,2.06,30
CANDIDATE,CANDIDATE,,397.499229,418.76194,0.5839,8.019,2.63E+03,6.57,1.73,34.8
FALSE POSITIVE,FALSE POSITIVE,,243.954706,221.2717,0.1207,2.562,2.92E+02,1.35,1.03,5.2
CANDIDATE,CANDIDATE,0.874,24.9093027,155.3824,0.679,3.8,3.33E+02,1.32,9.9,10.4
CANDIDATE,CANDIDATE,,192.138741,269.2098,0.0503,3.218,1.51E+02,1.93,6.48,8.2
CANDIDATE,CANDIDATE,,281.95332,231.2826,0.6164,2.756,1.04E+03,2.31,0.41,7.6
FALSE POSITIVE,FALSE POSITIVE,0,12.71368909,136.9328,0.196,1.875,1.92E+02,1.09,56.78,9.8
FALSE POSITIVE,FALSE POSITIVE,,25.26363805,139.3088062,,2.72,,,,
FALSE POSITIVE,FALSE POSITIVE,0.996,1.391716834,132.09937,0.233,1.421,4.10E+01,36.19,1150147.99,9.7
FALSE POSITIVE,FALSE POSITIVE,0,70.51623381,142.8575773,0.587,4.09296,3.30E+05,52.74,5.47,3168.8
FALSE POSITIVE,FALSE POSITIVE,0,2.645596805,133.705953,1.239,2.9095,1.27E+03,167.05,8539.63,166.8
CANDIDATE,CANDIDATE,,388.67155,211.0496,0.0576,11.701,3.71E+02,1.49,0.46,10.1
FALSE POSITIVE,FALSE POSITIVE,,105.6327297,229.1273427,,2.73,,,,
FALSE POSITIVE,FALSE POSITIVE,,274.553579,158.0863,0.1125,5.95,2.18E+02,1.66,2.55,6.7
FALSE POSITIVE,FALSE POSITIVE,,251.0230401,194.2011858,,3.11,,,,
FALSE POSITIVE,FALSE POSITIVE,,1.80774253,132.9483,0.9062,2.637,5.93E+02,5.29,2606.24,15.1
CANDIDATE,CANDIDATE,,520.655224,160.5611,0.2674,12.94,3.15E+02,7.58,6.12,14.4
CANDIDATE,CANDIDATE,,369.93355,175.282,0.149,7.6,9.95E+02,3.24,1.25,15.8
FALSE POSITIVE,FALSE POSITIVE,,28.7369766,153.842,0.1108,1.586,5.25E+02,1.95,21.64,5.5
FALSE POSITIVE,FALSE POSITIVE,0.007,2.45649061,133.21452,0.167,2.844,2.88E+02,14.14,33039.62,21
FALSE POSITIVE,FALSE POSITIVE,,98.51783198,173.7083904,,1.65,,,,
FALSE POSITIVE,FALSE POSITIVE,,457.513348,138.6556,0.9613,5.763,5.63E+02,25.18,16.21,3.9
FALSE POSITIVE,FALSE POSITIVE,,224.0258992,335.8214821,,2.93,,,,
FALSE POSITIVE,FALSE POSITIVE,,323.77153,191.0744,0.083,17.57,3.54E+02,1.44,0.52,10.6
CANDIDATE,CANDIDATE,,641.60204,170.8404,0.3218,16.762,2.37E+02,1.61,0.66,10.6
FALSE POSITIVE,FALSE POSITIVE,,40.0389613,156.35794,0.3619,1.711,1.09E+02,0.95,16.85,5.7
FALSE POSITIVE,FALSE POSITIVE,0,22.57197263,145.0344991,1.056,4.00349,7.93E+04,46.14,34.24,1040.1
CANDIDATE,CANDIDATE,,28.406342,133.0507,0.2208,2.598,2.24E+02,1.41,33.44,5.4
FALSE POSITIVE,FALSE POSITIVE,0,1.018861199,132.07252,0.358,6.5005,2.91E+05,93.47,9299.2,911.3
FALSE POSITIVE,FALSE POSITIVE,,80.519237,164.0077,0.102,4.044,9.25E+01,1.08,12.11,7.2
FALSE POSITIVE,FALSE POSITIVE,,149.356804,278.1387,0.1627,15.415,1.72E+02,2.92,23.18,14
CANDIDATE,CANDIDATE,0.928,264.466625,134.96749,0.129,6.371,4.37E+02,2.61,3.41,27
CANDIDATE,CANDIDATE,,151.77884,204.5209,0.159,2.615,1.90E+02,4.35,34.01,8.2
FALSE POSITIVE,FALSE POSITIVE,,50.47759052,141.7787075,,2.02,,,,
CANDIDATE,CANDIDATE,,113.993156,171.1834,0.7026,7.721,6.97E+01,2.23,66.64,15.6
FALSE POSITIVE,FALSE POSITIVE,0,2.79123954,131.94858,0.709,2.843,1.55E+02,2.22,2322.96,25.3
FALSE POSITIVE,FALSE POSITIVE,,223.3176922,233.6828323,,3.54,,,,
FALSE POSITIVE,FALSE POSITIVE,0.01,44.637111,157.2998,0.029,5.868,2.83E+02,1.28,8.22,9.4
CANDIDATE,CANDIDATE,,102.493119,166.0094,0.9591,2.814,6.36E+02,2.7,2.37,8.3
CANDIDATE,CANDIDATE,,284.9421278,359.5238684,,3.2,,,,
FALSE POSITIVE,FALSE POSITIVE,,365.620697,238.984,0.4173,32.263,2.72E+04,12.75,0.5,671.1
CANDIDATE,CANDIDATE,0.986,6.13292733,131.9926,0.225,1.561,5.87E+01,1.56,854.43,10
CANDIDATE,CANDIDATE,1,12.63063129,136.70398,0.017,2.212,3.01E+02,1.37,53.17,9.5
FALSE POSITIVE,FALSE POSITIVE,,191.272501,293.2441,0.504,3.064,2.87E+02,1.59,2.18,5.8
CANDIDATE,CANDIDATE,,286.02266,373.7304,0.3591,10.43,1.04E+03,2.03,0.25,9.8
CANDIDATE,CANDIDATE,1,7.95445779,135.48462,0.021,4.6012,6.27E+03,9.5,303.36,228.4
CANDIDATE,CANDIDATE,,331.70918,312.6153,78.4871,7.44,3.46E+03,6815.75,0.56,9.5
FALSE POSITIVE,FALSE POSITIVE,,575.42002,369.5923,0.1538,17.22,4.02E+02,1.91,0.61,11.7
CANDIDATE,CANDIDATE,,297.78282,233.4002,0.2697,18.38,3.92E+02,1.17,0.18,10.8
CANDIDATE,CANDIDATE,0.086,137.396194,158.9242,0.525,17.61,1.55E+02,3.38,16.87,13.2
CANDIDATE,CANDIDATE,,365.739893,278.581,0.6206,1.218,3.01E+02,1.73,0.8,4.7
CANDIDATE,CANDIDATE,,104.198102,161.4469,0.3437,3.2,6.52E+02,5.13,14.46,8.9
FALSE POSITIVE,FALSE POSITIVE,,368.72715,434.378,0.3411,5.06,4.27E+02,1.55,0.51,6.4
CANDIDATE,CANDIDATE,,74.833577,196.5293,0.1101,3.247,8.64E+01,1.68,28.65,6.4
CANDIDATE,CANDIDATE,1,8.5852872,137.39662,0.029,2.834,1.41E+03,3.02,85.95,11
FALSE POSITIVE,FALSE POSITIVE,0,100.303613,176.75827,0.388,10.578,4.88E+05,78.77,7.41,354.7
CANDIDATE,CANDIDATE,,102.100752,148.9663,0.492,2.009,1.94E+02,2.63,21.84,5.2
CANDIDATE,CANDIDATE,1,6.263491873,134.897906,0.048,0.8513,2.83E+03,6.46,458.5,35.1
FALSE POSITIVE,FALSE POSITIVE,0,0.83620025,131.91663,0.56,3.7127,3.31E+05,65.64,3299.29,145.4
CANDIDATE,CANDIDATE,,335.43143,395.1813,0.4062,10.3,2.28E+02,7.12,11.31,6.8
CANDIDATE,CANDIDATE,0,558.21886,419.8232,0.022,13.556,1.54E+03,3.1,0.36,19.1
CANDIDATE,CANDIDATE,,290.02002,138.2587,0.5367,23.87,1.73E+02,1.56,2.51,7.6
CANDIDATE,CANDIDATE,,279.21957,179.9274,0.6009,10.015,3.34E+02,4.92,5.77,10.5
CANDIDATE,CANDIDATE,,348.665961,165.8497,0.0873,3.849,3.91E+02,9.56,13.93,10.8
FALSE POSITIVE,FALSE POSITIVE,,616.34132,154.168,0.28,12.724,1.29E+03,2.11,0.07,12.5
CANDIDATE,CANDIDATE,,222.28056,131.8546,0.2151,3.035,2.72E+02,2.56,6.37,8
CANDIDATE,CANDIDATE,,570.01886,375.0523,0.1946,3.52,4.29E+02,1.62,0.31,6.8
CANDIDATE,CANDIDATE,,378.9313911,254.5741017,,14.11,,,,
CANDIDATE,CANDIDATE,,580.8532679,386.2877879,,16.63,,,,
FALSE POSITIVE,FALSE POSITIVE,,390.40832,265.436,0.0407,7.916,2.52E+02,0.63,0.04,8.5
FALSE POSITIVE,FALSE POSITIVE,,191.528018,260.9129,0.0258,2.342,1.72E+02,1.32,2.95,6.4
FALSE POSITIVE,FALSE POSITIVE,,386.59946,221.2945,0.2307,3.305,3.81E+02,1.89,1.06,5.8
FALSE POSITIVE,FALSE POSITIVE,0,15.4032765,137.9906,0.623,3.246,2.53E+02,1.32,36.41,9.2
CANDIDATE,CANDIDATE,0.899,7.58062893,132.89809,0.382,3.484,8.61E+01,0.97,182.01,10.9
FALSE POSITIVE,FALSE POSITIVE,,61.0011095,144.84614,0.7091,1.049,4.08E+02,2.55,19.57,4.6
FALSE POSITIVE,FALSE POSITIVE,,198.232389,294.73515,0.0297,1.919,4.16E+02,2.28,3.64,5.7
FALSE POSITIVE,FALSE POSITIVE,0,0.66062715,131.8646,1.208,4.56,2.49E+02,26.13,6966.29,7.8
CANDIDATE,CANDIDATE,,248.421771,230.379,0.7838,4.187,7.04E+02,18.92,26.64,8.8
FALSE POSITIVE,FALSE POSITIVE,,456.5734,228.3838,0.1768,5.465,3.98E+02,7.88,6.88,7.6
FALSE POSITIVE,FALSE POSITIVE,0,601.13797,226.686,0.057,15.26,1.73E+02,1.81,0.99,9.9
FALSE POSITIVE,FALSE POSITIVE,0,344.06248,451.4323,0.935,15.6,1.36E+02,5.26,28.42,17.7
FALSE POSITIVE,FALSE POSITIVE,,39.94344731,170.5021796,,1.71,,,,
CANDIDATE,CANDIDATE,,551.22396,185.7811,0.2134,5.896,5.71E+02,2.1,0.42,17.2
FALSE POSITIVE,FALSE POSITIVE,,466.90824,136.3731,0.0868,2.64,6.60E+02,2.19,0.46,5.4
FALSE POSITIVE,FALSE POSITIVE,,361.30991,469.7513,0.0802,12.968,2.76E+02,7.07,7.5,10.6
FALSE POSITIVE,FALSE POSITIVE,,199.4424134,240.8521,1.1877,7.2533,3.22E+04,56.11,3.32,486.4
FALSE POSITIVE,FALSE POSITIVE,0,31.59115876,162.501885,1.247,2.6431,1.43E+03,72.91,88.84,83.5
FALSE POSITIVE,FALSE POSITIVE,,356.99135,235.7367,0.2437,17.03,7.48E+02,2.47,0.78,13.8
FALSE POSITIVE,FALSE POSITIVE,,96.120478,166.9531,0.5381,1.125,2.85E+02,2.08,10.62,6
FALSE POSITIVE,FALSE POSITIVE,0.511,9.63647672,134.93429,0.046,2.999,4.76E+01,2.02,565.04,11.1
FALSE POSITIVE,FALSE POSITIVE,,45.680876,142.3574,0.206,2.293,3.50E+02,14.5,514.91,3.7
FALSE POSITIVE,FALSE POSITIVE,,43.169798,159.086,0.5639,9.686,1.21E+02,1.47,33.77,6.9
CANDIDATE,CANDIDATE,,395.94327,183.6179,0.1116,16.09,1.51E+03,2.53,0.21,14.5
CANDIDATE,CANDIDATE,,76.37924,205.0612,0.7333,0.645,2.76E+02,1.73,6.41,5.7
CANDIDATE,CANDIDATE,,58.669218,168.6211,0.332,3.712,1.69E+02,1.28,9.68,10
CANDIDATE,CANDIDATE,,355.84731,447.657,0.1578,16.68,1.24E+02,1.68,3.71,9.8
CANDIDATE,CANDIDATE,0.925,61.611129,133.8909,0.364,14.96,8.29E+01,1.29,30.02,22
CANDIDATE,CANDIDATE,,150.728285,223.0487,0.2751,2.718,2.14E+02,1.27,2.51,5.6
CANDIDATE,CANDIDATE,,253.790434,267.5242,0.1412,3.702,6.04E+02,2.06,0.97,6.4
FALSE POSITIVE,FALSE POSITIVE,,322.544807,267.9262,0.0183,11.236,8.80E+01,0.68,0.55,12.1
CANDIDATE,CANDIDATE,,35.6606167,151.4719632,,1.59,,,,
FALSE POSITIVE,FALSE POSITIVE,0,22.57494749,149.09617,1.271,36.756,1.34E+03,49.49,129.25,302.6
CANDIDATE,CANDIDATE,,587.38162,188.1143,0.6822,11.973,8.64E+02,36.77,18.29,12.8
FALSE POSITIVE,FALSE POSITIVE,0,85.5692223,188.06607,0.98,4.954,5.39E+02,6.85,19.51,18.2
CANDIDATE,CANDIDATE,1,7.07987663,131.6046,0.034,2.589,3.10E+02,1.36,70.05,10
CANDIDATE,CANDIDATE,,91.240335,155.7237,0.1436,2.314,2.06E+02,1.75,14.03,5.7
CANDIDATE,CANDIDATE,,357.41382,311.3642,0.1438,3.675,7.77E+02,3.01,1.52,6.7
CANDIDATE,CANDIDATE,,359.854745,305.6179,0.8071,3.429,3.02E+02,2.25,1.97,6.1
CANDIDATE,CANDIDATE,,89.366114,208.893,0.39,3.945,4.94E+02,1.97,5.54,6.3
FALSE POSITIVE,FALSE POSITIVE,,422.255426,160.6562,0.3769,4.974,1.94E+03,5.09,1.39,17.4
CANDIDATE,CANDIDATE,0.024,37.6259039,167.22072,0.49,3.91,4.11E+02,1.81,17.13,11.7
CANDIDATE,CANDIDATE,,100.414752,134.1167095,,1.72,,,,
CANDIDATE,CANDIDATE,0.799,41.9934673,143.89297,0.046,3.226,2.94E+02,1.56,15.19,9.4
CANDIDATE,CANDIDATE,,94.67782,187.4731,0.3614,2.215,2.87E+02,1.46,3.67,5.9
CANDIDATE,CANDIDATE,0.185,290.196139,264.8759,0.017,13.698,2.81E+02,2.35,3.2,15.7
FALSE POSITIVE,FALSE POSITIVE,,471.39698,247.0802,0.3379,10.714,3.30E+02,1.87,1.16,13.1
CANDIDATE,CANDIDATE,,175.452812,204.8241,0.1526,2.734,1.42E+02,3.96,28.77,6.1
CANDIDATE,CANDIDATE,0,367.07446,182.838,0.093,5.887,3.68E+02,2.15,1.59,6.6
CANDIDATE,CANDIDATE,,366.684634,315.09143,0.5294,3.284,4.56E+02,10.75,9.18,9.1
CANDIDATE,CANDIDATE,,291.306507,362.2906,0.3377,2.91,1.13E+03,2.49,0.54,7.1
CANDIDATE,CANDIDATE,,93.006,144.36,0.4428,2.461,1.25E+02,1.97,15.18,6.7
CANDIDATE,CANDIDATE,,26.46288074,133.4096502,,1.4,,,,
FALSE POSITIVE,FALSE POSITIVE,,436.42852,452.2705,0.3772,13.8,1.64E+02,1.26,0.86,9.2
CANDIDATE,CANDIDATE,0.467,20.69920737,132.7199526,,2.17,,,,
CANDIDATE,CANDIDATE,0.939,466.002988,435.01156,0.867,10.278,2.36E+03,4.92,0.58,42.3
CANDIDATE,CANDIDATE,,302.77571,323.5739,0.1265,3.183,1.11E+03,1,0.03,7.1
CANDIDATE,CANDIDATE,,115.1995292,218.1108918,,2.67,,,,
CANDIDATE,CANDIDATE,0.902,355.86134,358.0075,0.003,23.39,1.22E+03,2.79,0.7,15.2
CANDIDATE,CANDIDATE,,236.506437,361.9687,0.1474,5.004,7.44E+02,10.37,12.54,10.6
CANDIDATE,CANDIDATE,,19.3854894,142.34859,0.0074,1.031,4.56E+03,6.13,37.73,2.7
CANDIDATE,CANDIDATE,,416.8789312,227.5106644,,4.45,,,,
CANDIDATE,CANDIDATE,,48.38798413,176.4653521,,1.23,,,,
CANDIDATE,CANDIDATE,,357.588538,250.4138,0.1542,3.367,3.45E+02,3.53,7.38,7.2
CANDIDATE,CANDIDATE,,545.205601,237.24091,0.3515,3.296,2.00E+02,1.66,1.03,7.1
CANDIDATE,CANDIDATE,,105.053389,208.7282,0.2199,1.988,1.77E+02,1.52,9.61,5.8
CANDIDATE,CANDIDATE,0.383,24.7967294,131.91,0.952,4.278,9.71E+02,3.14,19.62,13.8
CANDIDATE,CANDIDATE,,44.7060191,154.40282,1.6552,0.25,2.92E+02,60.47,11.01,6.6
CANDIDATE,CANDIDATE,,125.277815,170.8865,0.131,4.442,4.32E+02,15.75,96.53,11
CANDIDATE,CANDIDATE,0.4,27.2020672,151.86606,0.223,1.811,1.80E+02,1.87,63.31,8.7
FALSE POSITIVE,FALSE POSITIVE,0,64.71316809,171.3677102,0.573,5.69869,3.13E+05,62.03,12.8,3582.5
CANDIDATE,CANDIDATE,,40.7282314,162.1513,0.9828,13.677,2.22E+02,4.58,111.83,19.4
CANDIDATE,CANDIDATE,,183.3804845,298.0782368,,3.25,,,,
FALSE POSITIVE,FALSE POSITIVE,0,1.036592136,132.089545,1.25,2.296,2.12E+03,293.01,73013.77,150.6
CANDIDATE,CANDIDATE,,398.51312,165.2177,0.5091,5.41,2.49E+02,1.23,0.58,5.9
CANDIDATE,CANDIDATE,,559.785594,433.1966,0.411,3.496,2.75E+02,1.88,0.92,7.3
